Time(ms),Pos(mm),Raw_ADC,Raw_Dig,Gray_True,Gray_ADC,Gray_Dig
954,83.91,635,1996,157.74,106.00,174.00
974,86.01,625,2048,155.30,117.00,171.00
994,88.12,628,2092,152.86,114.00,169.00
1015,90.22,630,2140,150.42,111.00,167.00
1035,92.06,654,2204,148.29,85.00,164.00
1055,94.17,644,2244,145.85,96.00,162.00
1075,96.27,638,2316,143.41,102.00,159.00
1095,98.38,639,2352,140.97,101.00,158.00
1115,100.22,642,2420,138.84,98.00,154.00
1135,102.32,638,2460,136.40,102.00,153.00
1155,104.16,638,2468,134.26,102.00,152.00
1175,106.40,642,2484,131.67,98.00,151.00
1196,108.64,643,2528,129.08,97.00,149.00
1215,110.48,651,2580,126.95,88.00,147.00
1236,112.84,646,2624,124.20,94.00,145.00
1255,114.82,659,2664,121.92,79.00,143.00
1275,116.92,665,2740,119.48,73.00,140.00
1295,119.03,649,2860,117.04,90.00,134.00
1315,121.13,652,2924,114.60,87.00,131.00
1335,123.10,666,3028,112.31,71.00,127.00
1355,125.08,657,3132,110.03,81.00,122.00
1375,127.05,659,3056,107.74,79.00,125.00
1395,129.28,654,2928,105.15,85.00,131.00
1415,131.26,670,3244,102.86,67.00,117.00
1436,133.23,673,3328,100.57,64.00,113.00
1456,135.20,665,3356,98.29,73.00,112.00
1476,137.18,665,3400,96.00,73.00,110.00
1496,139.28,663,3404,93.56,75.00,110.00
1516,141.38,665,3548,91.12,73.00,103.00
1537,143.49,669,3680,88.68,68.00,97.00
1556,145.59,667,3652,86.24,70.00,98.00
1576,147.83,677,3852,83.65,59.00,89.00
1596,149.93,671,4048,81.21,66.00,80.00
1616,151.91,676,4008,78.93,60.00,82.00
1636,153.88,677,4112,76.64,59.00,77.00
1657,156.11,675,4276,74.05,61.00,70.00
1677,157.96,688,4392,71.92,47.00,65.00
1697,160.06,681,4508,69.48,55.00,59.00
1717,161.90,681,4776,67.34,55.00,47.00
1737,164.01,679,5024,64.90,57.00,36.00
1757,165.98,684,5108,62.62,51.00,32.00
1778,168.08,694,5140,60.18,40.00,31.00
1797,169.92,685,5136,58.04,50.00,31.00
1818,172.03,685,5464,55.60,50.00,16.00
1839,174.00,686,5472,53.32,49.00,15.00
1858,176.11,688,5684,50.88,47.00,6.00
1879,178.08,689,5596,48.59,46.00,10.00
1898,180.05,701,5788,46.30,33.00,1.00
1919,182.02,687,5716,44.02,48.00,4.00
1938,184.13,687,5668,41.58,48.00,7.00
1958,186.23,690,6072,39.14,45.00,0.00
1978,188.20,705,5672,36.85,28.00,6.00
1998,190.31,693,5864,34.41,42.00,0.00
2018,192.28,695,5816,32.13,39.00,0.00
2038,194.25,691,5800,29.84,44.00,0.00
2058,196.10,703,5920,27.71,30.00,0.00
2078,198.20,698,5724,25.27,36.00,4.00
2098,200.30,687,5776,22.83,48.00,2.00
2118,202.41,693,6356,20.39,42.00,0.00
2138,204.64,690,6052,17.80,45.00,0.00
2158,206.62,687,5884,15.51,48.00,0.00
2179,208.59,708,5824,13.23,25.00,0.00
2198,210.69,690,6028,10.79,45.00,0.00
2219,212.67,704,5960,8.50,29.00,0.00
2238,214.77,687,5704,6.06,48.00,5.00
2258,216.88,702,5616,3.62,32.00,9.00
2278,218.72,689,5312,1.49,46.00,23.00
2297,220.82,685,5068,0.00,50.00,34.00
2318,222.79,686,5420,0.00,49.00,18.00
2338,224.77,687,5760,0.00,48.00,2.00
2358,226.87,700,5692,0.00,34.00,5.00
2378,228.98,703,5588,0.00,30.00,10.00
2398,230.95,688,5588,0.00,47.00,10.00
2418,233.18,686,5864,0.00,49.00,0.00
2438,235.03,708,5916,0.00,25.00,0.00
2458,237.13,700,5916,0.00,34.00,0.00
