Time(ms),Pos(mm),Raw_ADC,Raw_Dig,Gray_True,Gray_ADC,Gray_Dig
1175,106.14,637,2420,131.98,104.00,154.00
1196,108.11,652,2464,129.69,87.00,152.00
1215,110.21,642,2516,127.25,98.00,150.00
1236,112.32,645,2548,124.81,95.00,149.00
1255,114.29,649,2672,122.53,90.00,143.00
1275,116.40,648,2664,120.09,91.00,143.00
1295,118.24,658,2756,117.95,80.00,139.00
1315,120.34,650,2856,115.51,89.00,135.00
1335,122.18,664,2948,113.38,74.00,130.00
1355,124.29,666,3036,110.94,71.00,126.00
1375,126.26,669,3108,108.65,68.00,123.00
1395,128.36,670,3092,106.21,67.00,124.00
1415,130.21,669,2924,104.08,68.00,131.00
1435,132.31,670,3236,101.64,67.00,117.00
1456,134.41,665,3364,99.20,73.00,111.00
1476,136.39,684,3364,96.92,51.00,111.00
1496,138.49,662,3404,94.48,76.00,110.00
1516,140.59,665,3428,92.04,73.00,109.00
1537,142.70,665,3588,89.60,73.00,101.00
1556,144.54,678,3668,87.46,58.00,98.00
1576,146.51,670,3736,85.18,67.00,94.00
1596,148.62,683,3848,82.74,53.00,89.00
1617,150.72,689,4120,80.30,46.00,77.00
1637,152.69,677,4192,78.01,59.00,74.00
1656,154.80,676,4256,75.57,60.00,71.00
1677,156.77,678,4300,73.29,58.00,69.00
1697,158.88,678,4392,70.85,58.00,65.00
1717,160.85,691,4484,68.56,44.00,60.00
1737,163.08,682,4744,65.97,54.00,49.00
1757,165.06,684,4928,63.68,51.00,40.00
1777,167.16,685,5028,61.24,50.00,36.00
1797,169.13,688,5132,58.96,47.00,31.00
1817,171.24,683,5208,56.52,53.00,27.00
1839,173.34,708,5376,54.08,25.00,20.00
1858,175.45,685,5508,51.64,50.00,14.00
1879,177.55,687,5728,49.20,48.00,4.00
1898,179.39,687,5548,47.07,48.00,12.00
1919,181.63,698,5716,44.48,36.00,4.00
1938,183.73,690,5720,42.04,45.00,4.00
1958,185.84,689,5844,39.60,46.00,0.00
1978,187.81,707,5892,37.31,26.00,0.00
1998,189.78,686,5648,35.02,49.00,7.00
2018,191.76,701,5796,32.74,33.00,1.00
2038,193.86,688,5796,30.30,47.00,1.00
2058,195.83,689,5700,28.01,46.00,5.00
2078,198.07,701,5740,25.42,33.00,3.00
2098,200.04,685,5640,23.13,50.00,8.00
2118,202.28,688,5956,20.54,47.00,0.00
2138,204.25,692,6308,18.26,43.00,0.00
2158,206.35,700,6104,15.82,34.00,0.00
2179,208.46,690,5780,13.38,45.00,1.00
2198,210.43,704,5816,11.09,29.00,0.00
2219,212.40,691,6052,8.80,44.00,0.00
2238,214.38,693,5984,6.52,42.00,0.00
2258,216.48,687,5672,4.08,48.00,6.00
2278,218.32,687,5532,1.94,48.00,13.00
2298,220.29,687,5228,0.00,48.00,27.00
2318,222.40,689,5056,0.00,46.00,34.00
2338,224.37,687,5384,0.00,48.00,19.00
2358,226.21,703,5620,0.00,30.00,9.00
2378,228.32,699,5740,0.00,35.00,3.00
2398,230.29,702,5680,0.00,32.00,6.00
2418,232.39,686,5724,0.00,49.00,4.00
2438,234.24,697,5876,0.00,37.00,0.00
2458,236.34,689,5908,0.00,46.00,0.00
