Time(ms),Pos(mm),Raw_ADC,Raw_Dig,Gray_True,Gray_ADC,Gray_Dig
1456,136.52,660,3352,96.76,78.00,112.00
1475,138.49,662,3372,94.48,76.00,111.00
1496,140.60,667,3472,92.04,70.00,107.00
1516,142.70,689,3672,89.60,46.00,97.00
1537,144.80,669,3692,87.16,68.00,96.00
1556,146.91,689,3768,84.72,46.00,93.00
1576,149.01,681,3936,82.28,55.00,85.00
1597,150.99,684,4088,79.99,51.00,78.00
1616,153.09,676,4128,77.55,60.00,77.00
1637,155.19,689,4228,75.12,46.00,72.00
1656,157.30,681,4248,72.68,55.00,71.00
1677,159.40,689,4404,70.24,46.00,64.00
1697,161.51,680,4672,67.80,56.00,52.00
1717,163.35,700,4828,65.66,34.00,45.00
1737,165.45,691,4932,63.23,44.00,40.00
1757,167.43,696,5120,60.94,38.00,31.00
1777,169.40,684,5136,58.65,51.00,31.00
1797,171.37,684,5284,56.37,51.00,24.00
1818,173.48,696,5420,53.93,38.00,18.00
1839,175.58,691,5596,51.49,44.00,10.00
1858,177.42,698,5644,49.35,36.00,8.00
1879,179.53,689,5640,46.91,46.00,8.00
1898,181.50,696,5812,44.63,38.00,0.00
1919,183.60,699,5688,42.19,35.00,6.00
1938,185.57,691,5944,39.90,44.00,0.00
1958,187.68,691,5792,37.46,44.00,1.00
1978,189.65,709,5684,35.18,24.00,6.00
1998,191.76,690,6044,32.74,45.00,0.00
2018,193.86,688,5772,30.30,47.00,2.00
2038,195.96,692,5736,27.86,43.00,3.00
2058,197.81,705,5768,25.72,28.00,2.00
2078,200.04,702,5672,23.13,32.00,6.00
2099,202.01,689,6324,20.85,46.00,0.00
2119,203.86,690,6312,18.71,45.00,0.00
2138,205.83,691,6048,16.43,44.00,0.00
2158,207.80,690,5720,14.14,45.00,4.00
2179,210.04,700,6048,11.55,34.00,0.00
2198,212.14,692,6016,9.11,43.00,0.00
2219,214.25,690,5656,6.67,45.00,7.00
2238,216.22,690,5648,4.38,45.00,7.00
2258,218.19,697,5312,2.10,37.00,23.00
2277,220.16,680,5076,0.00,56.00,33.00
2298,222.27,706,5300,0.00,27.00,23.00
2318,224.37,688,5560,0.00,47.00,11.00
2338,226.48,685,5696,0.00,50.00,5.00
2358,228.45,697,5692,0.00,37.00,5.00
2378,230.55,698,5624,0.00,36.00,9.00
2398,232.53,703,5656,0.00,30.00,7.00
2418,234.63,702,5832,0.00,32.00,0.00
2438,236.74,691,5876,0.00,44.00,0.00
2458,238.84,698,6084,0.00,36.00,0.00
